"time","area","value"
"2025-01-18 12:00:00.000 +0000",SE2,2.39
"2025-01-18 12:00:00.000 +0000",NO3,7.23
"2025-01-18 13:00:00.000 +0000",SE3,24.54
"2025-01-18 13:00:00.000 +0000",SE2,2.52
"2025-01-18 13:00:00.000 +0000",NO3,7.09
"2025-01-18 14:00:00.000 +0000",SE3,25.23
"2025-01-18 14:00:00.000 +0000",SE2,2.94
"2025-01-18 14:00:00.000 +0000",NO3,6.08
"2025-01-18 15:00:00.000 +0000",SE3,25.86
"2025-01-18 15:00:00.000 +0000",SE2,3.2
"2025-01-18 15:00:00.000 +0000",NO3,7.46
"2025-01-18 16:00:00.000 +0000",SE3,26.01
"2025-01-18 16:00:00.000 +0000",SE2,3.5
"2025-01-18 16:00:00.000 +0000",NO3,6.54
"2025-01-18 17:00:00.000 +0000",SE3,25.84
"2025-01-18 17:00:00.000 +0000",SE2,4.14
"2025-01-18 17:00:00.000 +0000",NO3,4.76
"2025-01-18 18:00:00.000 +0000",SE3,24.94
"2025-01-18 18:00:00.000 +0000",SE2,4.19
"2025-01-18 18:00:00.000 +0000",NO3,5.26
"2025-01-18 19:00:00.000 +0000",SE3,24.13
"2025-01-18 19:00:00.000 +0000",SE2,4.43
"2025-01-18 19:00:00.000 +0000",NO3,3.66
"2025-01-18 20:00:00.000 +0000",SE3,25.71
"2025-01-18 20:00:00.000 +0000",SE2,4.39
"2025-01-18 20:00:00.000 +0000",NO3,3.04
"2025-01-18 21:00:00.000 +0000",SE3,30.95
"2025-01-18 21:00:00.000 +0000",SE2,4.51
"2025-01-18 21:00:00.000 +0000",NO3,3.0
"2025-01-18 22:00:00.000 +0000",SE3,22.18
"2025-01-18 22:00:00.000 +0000",SE2,4.63
"2025-01-18 22:00:00.000 +0000",NO3,2.9
"2025-01-18 23:00:00.000 +0000",SE3,27.2
"2025-01-18 23:00:00.000 +0000",SE2,6.92
"2025-01-18 23:00:00.000 +0000",NO3,2.8
"2025-01-19 00:00:00.000 +0000",SE3,17.64
"2025-01-19 00:00:00.000 +0000",SE2,6.35
"2025-01-19 00:00:00.000 +0000",NO3,2.56
"2025-01-19 01:00:00.000 +0000",SE3,15.71
"2025-01-19 01:00:00.000 +0000",SE2,4.99
"2025-01-19 01:00:00.000 +0000",NO3,2.3
"2025-01-19 02:00:00.000 +0000",SE3,17.16
"2025-01-19 02:00:00.000 +0000",SE2,4.17
"2025-01-19 02:00:00.000 +0000",NO3,2.62
"2025-01-19 03:00:00.000 +0000",SE3,15.23
"2025-01-19 03:00:00.000 +0000",SE2,4.13
"2025-01-19 03:00:00.000 +0000",NO3,2.36
"2025-01-19 04:00:00.000 +0000",SE3,17.27
"2025-01-19 04:00:00.000 +0000",SE2,3.65
"2025-01-19 04:00:00.000 +0000",NO3,2.72
"2025-01-19 05:00:00.000 +0000",SE3,18.44
"2025-01-19 05:00:00.000 +0000",SE2,3.51
"2025-01-19 05:00:00.000 +0000",NO3,2.87
"2025-01-19 06:00:00.000 +0000",SE3,21.76
"2025-01-19 06:00:00.000 +0000",SE2,3.35
"2025-01-19 06:00:00.000 +0000",NO3,3.07
"2025-01-19 07:00:00.000 +0000",SE3,22.32
"2025-01-19 07:00:00.000 +0000",SE2,3.2
"2025-01-19 07:00:00.000 +0000",NO3,3.71
"2025-01-19 08:00:00.000 +0000",SE3,23.63
"2025-01-19 08:00:00.000 +0000",SE2,3.03
"2025-01-19 08:00:00.000 +0000",NO3,4.53
"2025-01-19 09:00:00.000 +0000",SE3,24.34
"2025-01-19 09:00:00.000 +0000",SE2,2.97
"2025-01-19 09:00:00.000 +0000",NO3,3.23
"2025-01-19 10:00:00.000 +0000",SE3,24.62
"2025-01-19 10:00:00.000 +0000",SE2,2.74
"2025-01-19 10:00:00.000 +0000",NO3,3.82
"2025-01-19 11:00:00.000 +0000",SE3,24.67
"2025-01-19 11:00:00.000 +0000",SE2,2.06
"2025-01-19 11:00:00.000 +0000",NO3,5.65
"2025-01-19 12:00:00.000 +0000",SE3,24.76
"2025-01-19 12:00:00.000 +0000",SE2,2.08
"2025-01-19 12:00:00.000 +0000",NO3,5.17
"2025-01-19 13:00:00.000 +0000",SE3,25.09
"2025-01-19 13:00:00.000 +0000",SE2,2.22
"2025-01-19 13:00:00.000 +0000",NO3,6.06
"2025-01-19 14:00:00.000 +0000",SE3,26.51
"2025-01-19 14:00:00.000 +0000",SE2,2.26
"2025-01-19 14:00:00.000 +0000",NO3,6.39
"2025-01-19 15:00:00.000 +0000",SE3,47.93
"2025-01-19 15:00:00.000 +0000",SE2,2.23
"2025-01-19 15:00:00.000 +0000",NO3,6.95
"2025-01-19 16:00:00.000 +0000",SE3,67.59
"2025-01-19 16:00:00.000 +0000",SE2,2.93
"2025-01-19 16:00:00.000 +0000",NO3,8.92
"2025-01-19 17:00:00.000 +0000",SE3,77.37
"2025-01-19 17:00:00.000 +0000",SE2,3.1
"2025-01-19 17:00:00.000 +0000",NO3,7.85
"2025-01-19 18:00:00.000 +0000",SE3,70.15
"2025-01-19 18:00:00.000 +0000",SE2,3.29
"2025-01-19 18:00:00.000 +0000",NO3,9.49
"2025-01-19 19:00:00.000 +0000",SE3,38.23
"2025-01-19 19:00:00.000 +0000",SE2,3.43
"2025-01-19 19:00:00.000 +0000",NO3,10.08
"2025-01-19 20:00:00.000 +0000",SE3,28.95
"2025-01-19 20:00:00.000 +0000",SE2,4.43
"2025-01-19 20:00:00.000 +0000",NO3,10.44
"2025-01-19 21:00:00.000 +0000",SE3,26.96
"2025-01-19 21:00:00.000 +0000",SE2,4.92
"2025-01-19 21:00:00.000 +0000",NO3,9.49
"2025-01-19 22:00:00.000 +0000",SE3,25.83
"2025-01-19 22:00:00.000 +0000",SE2,5.16
"2025-01-19 22:00:00.000 +0000",NO3,8.61
"2025-01-19 23:00:00.000 +0000",SE3,32.87
"2025-01-19 23:00:00.000 +0000",SE2,9.45
"2025-01-19 23:00:00.000 +0000",NO3,13.68
"2025-01-20 00:00:00.000 +0000",SE3,31.69
"2025-01-20 00:00:00.000 +0000",SE2,10.31
"2025-01-20 00:00:00.000 +0000",NO3,7.52
"2025-01-20 01:00:00.000 +0000",SE3,32.61
"2025-01-20 01:00:00.000 +0000",SE2,13.15
"2025-01-20 01:00:00.000 +0000",NO3,6.11
"2025-01-20 02:00:00.000 +0000",SE3,32.0
"2025-01-20 02:00:00.000 +0000",SE2,18.63
"2025-01-20 02:00:00.000 +0000",NO3,4.72
"2025-01-20 03:00:00.000 +0000",SE3,33.45
"2025-01-20 03:00:00.000 +0000",SE2,22.6
"2025-01-20 03:00:00.000 +0000",NO3,4.77
"2025-01-20 04:00:00.000 +0000",SE3,49.74
"2025-01-20 04:00:00.000 +0000",SE2,21.26
"2025-01-20 04:00:00.000 +0000",NO3,6.99
"2025-01-20 05:00:00.000 +0000",SE3,84.22
"2025-01-20 05:00:00.000 +0000",SE2,13.51
"2025-01-20 05:00:00.000 +0000",NO3,7.4
"2025-01-20 06:00:00.000 +0000",SE3,244.78
"2025-01-20 06:00:00.000 +0000",SE2,28.35
"2025-01-20 06:00:00.000 +0000",NO3,5.82
"2025-01-20 07:00:00.000 +0000",SE3,393.38
"2025-01-20 07:00:00.000 +0000",SE2,87.35
"2025-01-20 07:00:00.000 +0000",NO3,8.96
"2025-01-20 08:00:00.000 +0000",SE3,277.38
"2025-01-20 08:00:00.000 +0000",SE2,104.01
"2025-01-20 08:00:00.000 +0000",NO3,9.49
"2025-01-20 09:00:00.000 +0000",SE3,228.59
"2025-01-20 09:00:00.000 +0000",SE2,60.04
"2025-01-20 09:00:00.000 +0000",NO3,9.5
"2025-01-20 10:00:00.000 +0000",SE3,182.88
"2025-01-20 10:00:00.000 +0000",SE2,39.97
"2025-01-20 10:00:00.000 +0000",NO3,12.19
"2025-01-20 11:00:00.000 +0000",SE3,171.21
"2025-01-20 11:00:00.000 +0000",SE2,39.82
"2025-01-20 11:00:00.000 +0000",NO3,10.01
"2025-01-20 12:00:00.000 +0000",SE3,166.3
"2025-01-20 12:00:00.000 +0000",SE2,41.28
"2025-01-20 12:00:00.000 +0000",NO3,8.35
"2025-01-20 13:00:00.000 +0000",SE3,189.33
"2025-01-20 13:00:00.000 +0000",SE2,33.52
"2025-01-20 13:00:00.000 +0000",NO3,8.32
"2025-01-20 14:00:00.000 +0000",SE3,274.78
"2025-01-20 14:00:00.000 +0000",SE2,32.73
"2025-01-20 14:00:00.000 +0000",NO3,8.03
"2025-01-20 15:00:00.000 +0000",SE3,326.62
"2025-01-20 15:00:00.000 +0000",SE2,17.51
"2025-01-20 15:00:00.000 +0000",NO3,8.13
"2025-01-20 16:00:00.000 +0000",SE3,325.03
"2025-01-20 16:00:00.000 +0000",SE2,15.27
"2025-01-20 16:00:00.000 +0000",NO3,7.99
"2025-01-20 17:00:00.000 +0000",SE3,225.96
"2025-01-20 17:00:00.000 +0000",SE2,11.06
"2025-01-20 17:00:00.000 +0000",NO3,8.08
"2025-01-20 18:00:00.000 +0000",SE3,171.12
"2025-01-20 18:00:00.000 +0000",SE2,10.14
"2025-01-20 18:00:00.000 +0000",NO3,8.28
"2025-01-20 19:00:00.000 +0000",SE3,104.66
"2025-01-20 19:00:00.000 +0000",SE2,8.35
"2025-01-20 19:00:00.000 +0000",NO3,8.48
"2025-01-20 20:00:00.000 +0000",SE3,95.2
"2025-01-20 20:00:00.000 +0000",SE2,7.6
"2025-01-20 20:00:00.000 +0000",NO3,9.5
"2025-01-20 21:00:00.000 +0000",SE3,52.04
"2025-01-20 21:00:00.000 +0000",SE2,8.34
"2025-01-20 21:00:00.000 +0000",NO3,8.8
"2025-01-20 22:00:00.000 +0000",SE3,40.17
"2025-01-20 22:00:00.000 +0000",SE2,9.54
"2025-01-20 22:00:00.000 +0000",NO3,6.93
"2025-01-20 23:00:00.000 +0000",SE3,35.08
"2025-01-20 23:00:00.000 +0000",SE2,9.3
"2025-01-20 23:00:00.000 +0000",NO3,6.91
"2025-01-21 00:00:00.000 +0000",SE3,36.38
"2025-01-21 00:00:00.000 +0000",SE2,9.38
"2025-01-21 00:00:00.000 +0000",NO3,6.67
"2025-01-21 01:00:00.000 +0000",SE3,35.89
"2025-01-21 01:00:00.000 +0000",SE2,9.45
"2025-01-21 01:00:00.000 +0000",NO3,6.79
"2025-01-21 02:00:00.000 +0000",SE3,34.76
"2025-01-21 02:00:00.000 +0000",SE2,9.25
"2025-01-21 02:00:00.000 +0000",NO3,6.66
"2025-01-21 03:00:00.000 +0000",SE3,36.54
"2025-01-21 03:00:00.000 +0000",SE2,8.86
"2025-01-21 03:00:00.000 +0000",NO3,6.9
"2025-01-21 04:00:00.000 +0000",SE3,41.33
"2025-01-21 04:00:00.000 +0000",SE2,7.86
"2025-01-21 04:00:00.000 +0000",NO3,8.02
"2025-01-21 05:00:00.000 +0000",SE3,49.0
"2025-01-21 05:00:00.000 +0000",SE2,8.75
"2025-01-21 05:00:00.000 +0000",NO3,8.49
"2025-01-21 06:00:00.000 +0000",SE3,112.22
"2025-01-21 06:00:00.000 +0000",SE2,9.29
"2025-01-21 06:00:00.000 +0000",NO3,10.52
"2025-01-21 07:00:00.000 +0000",SE3,160.01
"2025-01-21 07:00:00.000 +0000",SE2,9.84
"2025-01-21 07:00:00.000 +0000",NO3,9.29
"2025-01-21 08:00:00.000 +0000",SE3,149.97
"2025-01-21 08:00:00.000 +0000",SE2,9.73
"2025-01-21 08:00:00.000 +0000",NO3,10.59
"2025-01-21 09:00:00.000 +0000",SE3,146.22
"2025-01-21 09:00:00.000 +0000",SE2,9.79
"2025-01-21 09:00:00.000 +0000",NO3,11.34
"2025-01-21 10:00:00.000 +0000",SE3,112.15
"2025-01-21 10:00:00.000 +0000",SE2,10.55
"2025-01-21 10:00:00.000 +0000",NO3,10.2
"2025-01-21 11:00:00.000 +0000",SE2,11.34
"2025-01-21 11:00:00.000 +0000",SE3,104.44
"2025-01-21 11:00:00.000 +0000",NO3,9.5
"2025-01-21 12:00:00.000 +0000",SE2,10.63
"2025-01-21 12:00:00.000 +0000",SE3,98.53
"2025-01-21 12:00:00.000 +0000",NO3,10.58
"2025-01-21 13:00:00.000 +0000",SE2,10.66
"2025-01-21 13:00:00.000 +0000",SE3,97.91
"2025-01-21 13:00:00.000 +0000",NO3,10.06
"2025-01-21 14:00:00.000 +0000",SE2,10.79
"2025-01-21 14:00:00.000 +0000",SE3,108.59
"2025-01-21 14:00:00.000 +0000",NO3,10.06
"2025-01-21 15:00:00.000 +0000",SE2,11.56
"2025-01-21 15:00:00.000 +0000",SE3,120.9
"2025-01-21 15:00:00.000 +0000",NO3,10.08
"2025-01-21 16:00:00.000 +0000",SE2,13.24
"2025-01-21 16:00:00.000 +0000",SE3,156.53
"2025-01-21 16:00:00.000 +0000",NO3,8.82
"2025-01-21 17:00:00.000 +0000",SE2,13.69
"2025-01-21 17:00:00.000 +0000",SE3,129.95
"2025-01-21 17:00:00.000 +0000",NO3,8.72
"2025-01-21 18:00:00.000 +0000",SE2,14.0
"2025-01-21 18:00:00.000 +0000",SE3,86.84
"2025-01-21 18:00:00.000 +0000",NO3,8.69
"2025-01-21 19:00:00.000 +0000",SE2,12.01
"2025-01-21 19:00:00.000 +0000",SE3,61.07
"2025-01-21 19:00:00.000 +0000",NO3,8.67
"2025-01-21 20:00:00.000 +0000",SE2,14.84
"2025-01-21 20:00:00.000 +0000",SE3,56.44
"2025-01-21 20:00:00.000 +0000",NO3,8.49
"2025-01-21 21:00:00.000 +0000",SE2,17.58
"2025-01-21 21:00:00.000 +0000",SE3,44.6
"2025-01-21 21:00:00.000 +0000",NO3,6.67
"2025-01-21 22:00:00.000 +0000",SE2,14.75
"2025-01-21 22:00:00.000 +0000",SE3,30.56
"2025-01-21 22:00:00.000 +0000",NO3,6.99
"2025-01-21 23:00:00.000 +0000",SE2,31.21
"2025-01-21 23:00:00.000 +0000",SE3,33.62
"2025-01-21 23:00:00.000 +0000",NO3,33.43
"2025-01-22 00:00:00.000 +0000",SE2,29.82
"2025-01-22 00:00:00.000 +0000",SE3,31.53
"2025-01-22 00:00:00.000 +0000",NO3,35.78
"2025-01-22 01:00:00.000 +0000",SE2,27.85
"2025-01-22 01:00:00.000 +0000",SE3,30.27
"2025-01-22 01:00:00.000 +0000",NO3,27.92
"2025-01-22 02:00:00.000 +0000",SE2,28.64
"2025-01-22 02:00:00.000 +0000",SE3,30.91
"2025-01-22 02:00:00.000 +0000",NO3,27.14
"2025-01-22 03:00:00.000 +0000",SE2,29.66
"2025-01-22 03:00:00.000 +0000",SE3,31.73
"2025-01-22 03:00:00.000 +0000",NO3,30.17
"2025-01-22 04:00:00.000 +0000",SE2,35.94
"2025-01-22 04:00:00.000 +0000",SE3,37.37
"2025-01-22 04:00:00.000 +0000",NO3,45.76
"2025-01-22 05:00:00.000 +0000",SE2,63.88
"2025-01-22 05:00:00.000 +0000",SE3,68.19
"2025-01-22 05:00:00.000 +0000",NO3,69.07
"2025-01-22 06:00:00.000 +0000",SE2,137.75
"2025-01-22 06:00:00.000 +0000",SE3,150.3
"2025-01-22 06:00:00.000 +0000",NO3,109.85
"2025-01-22 07:00:00.000 +0000",SE2,140.99
"2025-01-22 07:00:00.000 +0000",SE3,157.94
"2025-01-22 07:00:00.000 +0000",NO3,67.88
"2025-01-22 08:00:00.000 +0000",SE2,178.73
"2025-01-22 08:00:00.000 +0000",SE3,181.66
"2025-01-22 08:00:00.000 +0000",NO3,210.27
"2025-01-22 09:00:00.000 +0000",SE2,173.51
"2025-01-22 09:00:00.000 +0000",SE3,173.51
"2025-01-22 09:00:00.000 +0000",NO3,173.51
"2025-01-22 10:00:00.000 +0000",SE2,167.58
"2025-01-22 10:00:00.000 +0000",SE3,167.58
"2025-01-22 10:00:00.000 +0000",NO3,167.58
"2025-01-22 11:00:00.000 +0000",SE2,160.22
"2025-01-22 11:00:00.000 +0000",SE3,160.22
"2025-01-22 11:00:00.000 +0000",NO3,160.22
"2025-01-22 12:00:00.000 +0000",SE2,165.07
"2025-01-22 12:00:00.000 +0000",SE3,165.07
"2025-01-22 12:00:00.000 +0000",NO3,165.07
"2025-01-22 13:00:00.000 +0000",SE2,174.7
"2025-01-22 13:00:00.000 +0000",SE3,174.7
"2025-01-22 13:00:00.000 +0000",NO3,174.7
"2025-01-22 14:00:00.000 +0000",SE2,189.99
"2025-01-22 14:00:00.000 +0000",SE3,189.99
"2025-01-22 14:00:00.000 +0000",NO3,189.99
"2025-01-22 15:00:00.000 +0000",SE2,193.27
"2025-01-22 15:00:00.000 +0000",SE3,193.27
"2025-01-22 15:00:00.000 +0000",NO3,193.27
"2025-01-22 16:00:00.000 +0000",SE2,202.93
"2025-01-22 16:00:00.000 +0000",SE3,202.93
"2025-01-22 16:00:00.000 +0000",NO3,202.93
"2025-01-22 17:00:00.000 +0000",SE2,175.19
"2025-01-22 17:00:00.000 +0000",SE3,175.19
"2025-01-22 17:00:00.000 +0000",NO3,175.19
"2025-01-22 18:00:00.000 +0000",SE2,162.23
"2025-01-22 18:00:00.000 +0000",SE3,162.23
"2025-01-22 18:00:00.000 +0000",NO3,162.23
"2025-01-22 19:00:00.000 +0000",SE2,129.99
"2025-01-22 19:00:00.000 +0000",SE3,129.99
"2025-01-22 19:00:00.000 +0000",NO3,129.99
"2025-01-22 20:00:00.000 +0000",SE2,123.82
"2025-01-22 20:00:00.000 +0000",SE3,123.82
"2025-01-22 20:00:00.000 +0000",NO3,123.82
"2025-01-22 21:00:00.000 +0000",SE2,103.58
"2025-01-22 21:00:00.000 +0000",SE3,103.58
"2025-01-22 21:00:00.000 +0000",NO3,103.58
"2025-01-22 22:00:00.000 +0000",SE2,58.51
"2025-01-22 22:00:00.000 +0000",SE3,58.51
"2025-01-22 22:00:00.000 +0000",NO3,58.51
"2025-01-22 23:00:00.000 +0000",SE2,49.46
"2025-01-22 23:00:00.000 +0000",SE3,49.46
"2025-01-22 23:00:00.000 +0000",NO3,49.46
"2025-01-23 00:00:00.000 +0000",SE2,39.46
"2025-01-23 00:00:00.000 +0000",SE3,39.46
"2025-01-23 00:00:00.000 +0000",NO3,39.46
"2025-01-23 01:00:00.000 +0000",SE2,37.86
"2025-01-23 01:00:00.000 +0000",SE3,37.86
"2025-01-23 01:00:00.000 +0000",NO3,37.86
"2025-01-23 02:00:00.000 +0000",SE2,37.86
"2025-01-23 02:00:00.000 +0000",SE3,37.86
"2025-01-23 02:00:00.000 +0000",NO3,37.86
"2025-01-23 03:00:00.000 +0000",SE2,37.83
"2025-01-23 03:00:00.000 +0000",SE3,37.83
"2025-01-23 03:00:00.000 +0000",NO3,37.83
"2025-01-23 04:00:00.000 +0000",SE2,38.13
"2025-01-23 04:00:00.000 +0000",SE3,38.14
"2025-01-23 04:00:00.000 +0000",NO3,38.04
"2025-01-23 05:00:00.000 +0000",SE2,90.1
"2025-01-23 05:00:00.000 +0000",SE3,90.49
"2025-01-23 05:00:00.000 +0000",NO3,87.02
"2025-01-23 06:00:00.000 +0000",SE2,133.72
"2025-01-23 06:00:00.000 +0000",SE3,133.72
"2025-01-23 06:00:00.000 +0000",NO3,133.72
"2025-01-23 07:00:00.000 +0000",SE2,155.61
"2025-01-23 07:00:00.000 +0000",SE3,155.25
"2025-01-23 07:00:00.000 +0000",NO3,144.27
"2025-01-23 08:00:00.000 +0000",SE2,138.75
"2025-01-23 08:00:00.000 +0000",SE3,140.91
"2025-01-23 08:00:00.000 +0000",NO3,159.21
"2025-01-23 09:00:00.000 +0000",SE2,113.29
"2025-01-23 09:00:00.000 +0000",SE3,115.86
"2025-01-23 09:00:00.000 +0000",NO3,138.68
"2025-01-23 10:00:00.000 +0000",SE2,109.86
"2025-01-23 10:00:00.000 +0000",SE3,109.53
"2025-01-23 10:00:00.000 +0000",NO3,100.46
"2025-01-23 11:00:00.000 +0000",SE3,92.68
"2025-01-23 11:00:00.000 +0000",SE2,92.93
"2025-01-23 11:00:00.000 +0000",NO3,85.58
"2025-01-23 12:00:00.000 +0000",SE3,84.51
"2025-01-23 12:00:00.000 +0000",SE2,48.17
"2025-01-23 12:00:00.000 +0000",NO3,79.18
"2025-01-23 13:00:00.000 +0000",SE3,73.06
"2025-01-23 13:00:00.000 +0000",SE2,37.39
"2025-01-23 13:00:00.000 +0000",NO3,60.01
"2025-01-23 14:00:00.000 +0000",SE3,65.18
"2025-01-23 14:00:00.000 +0000",SE2,33.09
"2025-01-23 14:00:00.000 +0000",NO3,39.03
"2025-01-23 15:00:00.000 +0000",SE3,83.22
"2025-01-23 15:00:00.000 +0000",SE2,32.35
"2025-01-23 15:00:00.000 +0000",NO3,63.96
"2025-01-23 16:00:00.000 +0000",SE3,89.23
"2025-01-23 16:00:00.000 +0000",SE2,28.09
"2025-01-23 16:00:00.000 +0000",NO3,62.31
"2025-01-23 17:00:00.000 +0000",SE3,81.3
"2025-01-23 17:00:00.000 +0000",SE2,23.9
"2025-01-23 17:00:00.000 +0000",NO3,45.34
"2025-01-23 18:00:00.000 +0000",SE3,68.46
"2025-01-23 18:00:00.000 +0000",SE2,21.65
"2025-01-23 18:00:00.000 +0000",NO3,34.5
"2025-01-23 19:00:00.000 +0000",SE3,53.93
"2025-01-23 19:00:00.000 +0000",SE2,19.6
"2025-01-23 19:00:00.000 +0000",NO3,25.39
"2025-01-23 20:00:00.000 +0000",SE3,40.28
"2025-01-23 20:00:00.000 +0000",SE2,21.38
"2025-01-23 20:00:00.000 +0000",NO3,29.94
"2025-01-23 21:00:00.000 +0000",SE3,26.38
"2025-01-23 21:00:00.000 +0000",SE2,22.69
"2025-01-23 21:00:00.000 +0000",NO3,9.92
"2025-01-23 22:00:00.000 +0000",SE3,25.36
"2025-01-23 22:00:00.000 +0000",SE2,21.6
"2025-01-23 22:00:00.000 +0000",NO3,7.99
"2025-01-23 23:00:00.000 +0000",SE3,24.17
"2025-01-23 23:00:00.000 +0000",SE2,21.07
"2025-01-23 23:00:00.000 +0000",NO3,9.04
"2025-01-24 00:00:00.000 +0000",SE3,23.76
"2025-01-24 00:00:00.000 +0000",SE2,20.59
"2025-01-24 00:00:00.000 +0000",NO3,7.88
"2025-01-24 01:00:00.000 +0000",SE3,23.61
"2025-01-24 01:00:00.000 +0000",SE2,20.5
"2025-01-24 01:00:00.000 +0000",NO3,8.01
"2025-01-24 02:00:00.000 +0000",SE3,23.54
"2025-01-24 02:00:00.000 +0000",SE2,20.45
"2025-01-24 02:00:00.000 +0000",NO3,8.03
"2025-01-24 03:00:00.000 +0000",SE3,23.42
"2025-01-24 03:00:00.000 +0000",SE2,20.33
"2025-01-24 03:00:00.000 +0000",NO3,8.06
"2025-01-24 04:00:00.000 +0000",SE3,24.71
"2025-01-24 04:00:00.000 +0000",SE2,21.69
"2025-01-24 04:00:00.000 +0000",NO3,11.01
"2025-01-24 05:00:00.000 +0000",SE3,27.99
"2025-01-24 05:00:00.000 +0000",SE2,23.42
"2025-01-24 05:00:00.000 +0000",NO3,13.15
"2025-01-24 06:00:00.000 +0000",SE3,56.67
"2025-01-24 06:00:00.000 +0000",SE2,27.55
"2025-01-24 06:00:00.000 +0000",NO3,11.77
"2025-01-24 07:00:00.000 +0000",SE3,68.93
"2025-01-24 07:00:00.000 +0000",SE2,29.65
"2025-01-24 07:00:00.000 +0000",NO3,23.09
"2025-01-24 08:00:00.000 +0000",SE3,54.61
"2025-01-24 08:00:00.000 +0000",SE2,29.2
"2025-01-24 08:00:00.000 +0000",NO3,39.35
"2025-01-24 09:00:00.000 +0000",SE3,47.18
"2025-01-24 09:00:00.000 +0000",SE2,26.36
"2025-01-24 09:00:00.000 +0000",NO3,39.38
"2025-01-24 10:00:00.000 +0000",SE3,42.17
"2025-01-24 10:00:00.000 +0000",SE2,23.65
"2025-01-24 10:00:00.000 +0000",NO3,31.53
"2025-01-24 11:00:00.000 +0000",SE2,27.99
"2025-01-24 11:00:00.000 +0000",SE3,36.78
"2025-01-24 11:00:00.000 +0000",NO3,39.2
"2025-01-24 12:00:00.000 +0000",SE2,27.16
"2025-01-24 12:00:00.000 +0000",SE3,35.8
"2025-01-24 12:00:00.000 +0000",NO3,36.02
"2025-01-24 13:00:00.000 +0000",SE2,24.31
"2025-01-24 13:00:00.000 +0000",SE3,31.02
"2025-01-24 13:00:00.000 +0000",NO3,12.0
"2025-01-24 14:00:00.000 +0000",SE2,24.23
"2025-01-24 14:00:00.000 +0000",SE3,28.7
"2025-01-24 14:00:00.000 +0000",NO3,10.0
"2025-01-24 15:00:00.000 +0000",SE2,24.38
"2025-01-24 15:00:00.000 +0000",SE3,28.42
"2025-01-24 15:00:00.000 +0000",NO3,10.96
"2025-01-24 16:00:00.000 +0000",SE2,23.0
"2025-01-24 16:00:00.000 +0000",SE3,25.88
"2025-01-24 16:00:00.000 +0000",NO3,12.83
"2025-01-24 17:00:00.000 +0000",SE2,21.26
"2025-01-24 17:00:00.000 +0000",SE3,24.34
"2025-01-24 17:00:00.000 +0000",NO3,8.43
"2025-01-24 18:00:00.000 +0000",SE2,19.18
"2025-01-24 18:00:00.000 +0000",SE3,22.21
"2025-01-24 18:00:00.000 +0000",NO3,7.79
"2025-01-24 19:00:00.000 +0000",SE2,18.25
"2025-01-24 19:00:00.000 +0000",SE3,21.28
"2025-01-24 19:00:00.000 +0000",NO3,6.29
"2025-01-24 20:00:00.000 +0000",SE2,14.82
"2025-01-24 20:00:00.000 +0000",SE3,17.3
"2025-01-24 20:00:00.000 +0000",NO3,5.0
"2025-01-24 21:00:00.000 +0000",SE2,6.42
"2025-01-24 21:00:00.000 +0000",SE3,7.16
"2025-01-24 21:00:00.000 +0000",NO3,4.79
"2025-01-24 22:00:00.000 +0000",SE2,3.86
"2025-01-24 22:00:00.000 +0000",SE3,3.89
"2025-01-24 22:00:00.000 +0000",NO3,5.96
"2025-01-24 23:00:00.000 +0000",SE2,2.82
"2025-01-24 23:00:00.000 +0000",SE3,2.82
"2025-01-24 23:00:00.000 +0000",NO3,4.55
"2025-01-25 00:00:00.000 +0000",SE2,2.33
"2025-01-25 00:00:00.000 +0000",SE3,2.23
"2025-01-25 00:00:00.000 +0000",NO3,3.98
"2025-01-25 01:00:00.000 +0000",SE2,1.36
"2025-01-25 01:00:00.000 +0000",SE3,1.02
"2025-01-25 01:00:00.000 +0000",NO3,4.45
"2025-01-25 02:00:00.000 +0000",SE2,1.14
"2025-01-25 02:00:00.000 +0000",SE3,0.74
"2025-01-25 02:00:00.000 +0000",NO3,4.57
"2025-01-25 03:00:00.000 +0000",SE2,1.1
"2025-01-25 03:00:00.000 +0000",SE3,0.68
"2025-01-25 03:00:00.000 +0000",NO3,4.74
"2025-01-25 04:00:00.000 +0000",SE2,0.9
"2025-01-25 04:00:00.000 +0000",SE3,0.41
"2025-01-25 04:00:00.000 +0000",NO3,4.94
"2025-01-25 05:00:00.000 +0000",SE2,1.35
"2025-01-25 05:00:00.000 +0000",SE3,1.04
"2025-01-25 05:00:00.000 +0000",NO3,4.94
"2025-01-25 06:00:00.000 +0000",SE2,2.16
"2025-01-25 06:00:00.000 +0000",SE3,2.13
"2025-01-25 06:00:00.000 +0000",NO3,4.18
"2025-01-25 07:00:00.000 +0000",SE2,2.84
"2025-01-25 07:00:00.000 +0000",SE3,2.85
"2025-01-25 07:00:00.000 +0000",NO3,4.86
"2025-01-25 08:00:00.000 +0000",SE2,3.17
"2025-01-25 08:00:00.000 +0000",SE3,3.28
"2025-01-25 08:00:00.000 +0000",NO3,4.64
"2025-01-25 09:00:00.000 +0000",SE2,2.93
"2025-01-25 09:00:00.000 +0000",SE3,10.09
"2025-01-25 09:00:00.000 +0000",NO3,4.33
"2025-01-25 10:00:00.000 +0000",SE2,2.77
"2025-01-25 10:00:00.000 +0000",SE3,16.84
