"time","forecast"," "
2025-01-06 19:00:00,dayahead,230.37569
2025-01-06 19:00:00,replan,231.54814
2025-01-06 20:00:00,dayahead,236.72655
2025-01-06 20:00:00,replan,227.83412
2025-01-06 21:00:00,dayahead,237.85396
2025-01-06 21:00:00,replan,225.81042
2025-01-06 22:00:00,dayahead,240.80798
2025-01-06 22:00:00,replan,228.10942
2025-01-06 23:00:00,dayahead,238.14801
2025-01-06 23:00:00,dayahead,238.1359
2025-01-06 23:00:00,replan,234.833
2025-01-07 00:00:00,dayahead,241.17278
2025-01-07 00:00:00,dayahead,241.20834
2025-01-07 00:00:00,replan,241.97713
2025-01-07 01:00:00,dayahead,239.35345
2025-01-07 01:00:00,dayahead,239.37094
2025-01-07 01:00:00,replan,239.96883
2025-01-07 02:00:00,dayahead,241.158
2025-01-07 02:00:00,dayahead,241.17477
2025-01-07 02:00:00,replan,242.27858
2025-01-07 03:00:00,dayahead,240.9832
2025-01-07 03:00:00,dayahead,241.00172
2025-01-07 03:00:00,replan,242.9019
2025-01-07 04:00:00,dayahead,243.67934
2025-01-07 04:00:00,dayahead,243.68846
2025-01-07 04:00:00,replan,241.01146
2025-01-07 05:00:00,dayahead,243.08186
2025-01-07 05:00:00,dayahead,243.09311
2025-01-07 05:00:00,replan,241.75385
2025-01-07 06:00:00,dayahead,242.35765
2025-01-07 06:00:00,dayahead,242.36598
2025-01-07 06:00:00,replan,241.65752
2025-01-07 07:00:00,dayahead,242.53427
2025-01-07 07:00:00,dayahead,242.54439
2025-01-07 07:00:00,replan,239.97946
2025-01-07 08:00:00,dayahead,242.89627
2025-01-07 08:00:00,dayahead,242.90492
2025-01-07 08:00:00,replan,238.3077
2025-01-07 09:00:00,dayahead,239.71327
2025-01-07 09:00:00,dayahead,239.71321
2025-01-07 09:00:00,replan,232.76367
2025-01-07 10:00:00,dayahead,239.5256
2025-01-07 10:00:00,dayahead,239.51724
2025-01-07 10:00:00,replan,231.92952
2025-01-07 11:00:00,dayahead,237.83138
2025-01-07 11:00:00,dayahead,237.82253
2025-01-07 11:00:00,replan,232.10248
2025-01-07 12:00:00,dayahead,238.75598
2025-01-07 12:00:00,dayahead,238.7746
2025-01-07 12:00:00,replan,232.65663
2025-01-07 13:00:00,dayahead,238.28027
2025-01-07 13:00:00,dayahead,238.32162
2025-01-07 13:00:00,replan,238.99947
2025-01-07 14:00:00,dayahead,237.55246
2025-01-07 14:00:00,dayahead,237.60143
2025-01-07 14:00:00,replan,236.23734
2025-01-07 15:00:00,dayahead,237.94379
2025-01-07 15:00:00,dayahead,237.99437
2025-01-07 15:00:00,replan,237.73665
2025-01-07 16:00:00,dayahead,236.93651
2025-01-07 16:00:00,dayahead,236.98145
2025-01-07 16:00:00,replan,239.13492
2025-01-07 17:00:00,dayahead,236.42691
2025-01-07 17:00:00,dayahead,236.46222
2025-01-07 17:00:00,replan,239.56969
2025-01-07 18:00:00,dayahead,235.10507
2025-01-07 18:00:00,dayahead,235.10814
2025-01-07 18:00:00,replan,238.8264
2025-01-07 19:00:00,dayahead,234.93661
2025-01-07 19:00:00,dayahead,234.93681
2025-01-07 19:00:00,replan,238.5895
2025-01-07 20:00:00,dayahead,209.28601
2025-01-07 20:00:00,dayahead,209.1762
2025-01-07 20:00:00,replan,234.00188
2025-01-07 21:00:00,dayahead,191.54903
2025-01-07 21:00:00,dayahead,191.53029
2025-01-07 21:00:00,replan,227.94519
2025-01-07 22:00:00,dayahead,144.38217
2025-01-07 22:00:00,dayahead,144.54333
2025-01-07 22:00:00,replan,211.57814
2025-01-07 23:00:00,dayahead,67.98314
2025-01-07 23:00:00,replan,206.74117
2025-01-08 00:00:00,dayahead,81.14052
2025-01-08 00:00:00,replan,214.48187
2025-01-08 01:00:00,dayahead,84.43887
2025-01-08 01:00:00,replan,213.86499
2025-01-08 02:00:00,dayahead,88.28338
2025-01-08 02:00:00,replan,211.98903
2025-01-08 03:00:00,dayahead,95.96379
2025-01-08 03:00:00,replan,191.1945
2025-01-08 04:00:00,dayahead,95.5263
2025-01-08 04:00:00,replan,155.05875
2025-01-08 05:00:00,dayahead,84.40074
2025-01-08 05:00:00,replan,150.3507
2025-01-08 06:00:00,dayahead,63.55494
2025-01-08 06:00:00,replan,155.37132
2025-01-08 07:00:00,dayahead,58.28503
2025-01-08 07:00:00,replan,143.33336
2025-01-08 08:00:00,dayahead,56.05271
2025-01-08 08:00:00,replan,126.69084
2025-01-08 09:00:00,dayahead,58.78125
2025-01-08 09:00:00,replan,102.72923
2025-01-08 10:00:00,dayahead,72.82496
2025-01-08 10:00:00,replan,91.56444
2025-01-08 11:00:00,dayahead,70.6981
2025-01-08 11:00:00,replan,87.053185
2025-01-08 12:00:00,dayahead,67.15029
2025-01-08 12:00:00,replan,81.06508
2025-01-08 13:00:00,dayahead,64.290115
2025-01-08 13:00:00,replan,93.71519
2025-01-08 14:00:00,dayahead,61.52241
2025-01-08 14:00:00,replan,89.4391
2025-01-08 15:00:00,dayahead,83.11565
2025-01-08 15:00:00,replan,123.85276
2025-01-08 16:00:00,dayahead,68.24363
2025-01-08 16:00:00,replan,172.99197
2025-01-08 17:00:00,dayahead,59.277832
2025-01-08 17:00:00,replan,150.74715
2025-01-08 18:00:00,dayahead,28.899157
2025-01-08 18:00:00,replan,134.63618
2025-01-08 19:00:00,dayahead,16.443954
2025-01-08 19:00:00,replan,121.427986
2025-01-08 20:00:00,dayahead,23.516674
2025-01-08 20:00:00,replan,117.959595
2025-01-08 21:00:00,dayahead,48.334583
2025-01-08 21:00:00,replan,91.91815
2025-01-08 22:00:00,dayahead,82.49199
2025-01-08 22:00:00,replan,75.23953
2025-01-08 23:00:00,dayahead,96.447624
2025-01-08 23:00:00,replan,55.225735
2025-01-09 00:00:00,dayahead,115.38268
2025-01-09 00:00:00,replan,51.938637
2025-01-09 01:00:00,dayahead,124.55589
2025-01-09 01:00:00,replan,69.998665
2025-01-09 02:00:00,dayahead,130.58363
2025-01-09 02:00:00,replan,67.76383
2025-01-09 03:00:00,dayahead,133.84624
2025-01-09 03:00:00,replan,53.812256
2025-01-09 04:00:00,dayahead,134.7668
2025-01-09 04:00:00,replan,44.223324
2025-01-09 05:00:00,dayahead,134.21103
2025-01-09 05:00:00,replan,33.7856
2025-01-09 06:00:00,dayahead,136.62386
2025-01-09 06:00:00,replan,30.708048
2025-01-09 07:00:00,dayahead,131.34908
2025-01-09 07:00:00,replan,27.810966
2025-01-09 08:00:00,dayahead,123.284096
2025-01-09 08:00:00,replan,22.05831
2025-01-09 09:00:00,dayahead,114.999115
2025-01-09 09:00:00,replan,26.894106
2025-01-09 10:00:00,dayahead,115.99549
2025-01-09 10:00:00,replan,22.145966
2025-01-09 11:00:00,dayahead,112.98411
2025-01-09 11:00:00,replan,14.130416
