time,park,series,value
2025-01-05 16:00:00,frøya,dayahead_reported,1.0
2025-01-05 17:00:00,frøya,measured_avl,58.8
2025-01-05 17:00:00,frøya,prod,1.682
2025-01-05 17:00:00,frøya,dayahead_reported,0.4
2025-01-05 18:00:00,frøya,measured_avl,58.8
2025-01-05 18:00:00,frøya,prod,-0.267
2025-01-05 18:00:00,frøya,dayahead_reported,-0.0
2025-01-05 19:00:00,frøya,measured_avl,58.8
2025-01-05 19:00:00,frøya,prod,-0.443
2025-01-05 19:00:00,frøya,dayahead_reported,-0.0
2025-01-05 20:00:00,frøya,measured_avl,58.8
2025-01-05 20:00:00,frøya,prod,0.359
2025-01-05 20:00:00,frøya,dayahead_reported,0.1
2025-01-05 21:00:00,frøya,measured_avl,58.8
2025-01-05 21:00:00,frøya,prod,0.708
2025-01-05 21:00:00,frøya,dayahead_reported,2.8
2025-01-05 22:00:00,frøya,measured_avl,58.8
2025-01-05 22:00:00,frøya,prod,4.131
2025-01-05 22:00:00,frøya,dayahead_reported,8.1
2025-01-05 23:00:00,frøya,measured_avl,58.8
2025-01-05 23:00:00,frøya,prod,6.695
2025-01-05 23:00:00,frøya,dayahead_reported,2.7
2025-01-06 00:00:00,frøya,measured_avl,58.8
2025-01-06 00:00:00,frøya,prod,10.023
2025-01-06 00:00:00,frøya,dayahead_reported,5.4
2025-01-06 01:00:00,frøya,measured_avl,58.8
2025-01-06 01:00:00,frøya,prod,11.126
2025-01-06 01:00:00,frøya,dayahead_reported,9.4
2025-01-06 02:00:00,frøya,measured_avl,58.8
2025-01-06 02:00:00,frøya,prod,14.785
2025-01-06 02:00:00,frøya,dayahead_reported,16.6
2025-01-06 03:00:00,frøya,measured_avl,58.8
2025-01-06 03:00:00,frøya,prod,16.519
2025-01-06 03:00:00,frøya,dayahead_reported,22.9
2025-01-06 04:00:00,frøya,measured_avl,58.8
2025-01-06 04:00:00,frøya,prod,19.925
2025-01-06 04:00:00,frøya,dayahead_reported,30.1
2025-01-06 05:00:00,frøya,measured_avl,58.8
2025-01-06 05:00:00,frøya,prod,21.902
2025-01-06 05:00:00,frøya,dayahead_reported,35.2
2025-01-06 06:00:00,frøya,measured_avl,58.8
2025-01-06 06:00:00,frøya,prod,24.574
2025-01-06 06:00:00,frøya,dayahead_reported,39.8
2025-01-06 07:00:00,frøya,measured_avl,58.8
2025-01-06 07:00:00,frøya,prod,29.546
2025-01-06 07:00:00,frøya,dayahead_reported,44.9
2025-01-06 08:00:00,frøya,measured_avl,58.8
2025-01-06 08:00:00,frøya,prod,37.746
2025-01-06 08:00:00,frøya,dayahead_reported,49.4
2025-01-06 09:00:00,frøya,measured_avl,58.8
2025-01-06 09:00:00,frøya,prod,47.805
2025-01-06 09:00:00,frøya,dayahead_reported,52.5
2025-01-06 10:00:00,frøya,measured_avl,58.8
2025-01-06 10:00:00,frøya,prod,52.245
2025-01-06 10:00:00,frøya,dayahead_reported,53.2
2025-01-06 11:00:00,frøya,measured_avl,58.8
2025-01-06 11:00:00,frøya,prod,56.955
2025-01-06 11:00:00,frøya,dayahead_reported,54.7
2025-01-06 12:00:00,frøya,measured_avl,58.8
2025-01-06 12:00:00,frøya,prod,56.951
2025-01-06 12:00:00,frøya,dayahead_reported,55.2
2025-01-06 13:00:00,frøya,measured_avl,58.8
2025-01-06 13:00:00,frøya,prod,57.408
2025-01-06 13:00:00,frøya,dayahead_reported,55.5
2025-01-06 14:00:00,frøya,measured_avl,58.8
2025-01-06 14:00:00,frøya,prod,57.617
2025-01-06 14:00:00,frøya,dayahead_reported,55.5
2025-01-06 15:00:00,frøya,measured_avl,58.8
2025-01-06 15:00:00,frøya,prod,57.546
2025-01-06 15:00:00,frøya,dayahead_reported,55.7
2025-01-06 16:00:00,frøya,measured_avl,58.8
2025-01-06 16:00:00,frøya,prod,57.626
2025-01-06 16:00:00,frøya,dayahead_reported,55.3
2025-01-06 17:00:00,frøya,measured_avl,58.8
2025-01-06 17:00:00,frøya,prod,57.824
2025-01-06 17:00:00,frøya,dayahead_reported,55.5
2025-01-06 18:00:00,frøya,measured_avl,58.8
2025-01-06 18:00:00,frøya,prod,57.735
2025-01-06 18:00:00,frøya,dayahead_reported,55.5
2025-01-06 19:00:00,frøya,measured_avl,58.8
2025-01-06 19:00:00,frøya,prod,55.321
2025-01-06 19:00:00,frøya,dayahead_reported,55.6
2025-01-06 20:00:00,frøya,measured_avl,58.8
2025-01-06 20:00:00,frøya,prod,56.251
2025-01-06 20:00:00,frøya,dayahead_reported,55.8
2025-01-06 21:00:00,frøya,measured_avl,58.8
2025-01-06 21:00:00,frøya,prod,57.642
2025-01-06 21:00:00,frøya,dayahead_reported,55.6
2025-01-06 22:00:00,frøya,measured_avl,58.8
2025-01-06 22:00:00,frøya,prod,57.695
2025-01-06 22:00:00,frøya,dayahead_reported,55.5
2025-01-06 23:00:00,frøya,measured_avl,58.8
2025-01-06 23:00:00,frøya,prod,57.664
2025-01-06 23:00:00,frøya,dayahead_reported,55.6
2025-01-07 00:00:00,frøya,measured_avl,58.8
2025-01-07 00:00:00,frøya,prod,57.654
2025-01-07 00:00:00,frøya,dayahead_reported,55.5
2025-01-07 01:00:00,frøya,measured_avl,58.8
2025-01-07 01:00:00,frøya,prod,57.799
2025-01-07 01:00:00,frøya,dayahead_reported,55.6
2025-01-07 02:00:00,frøya,measured_avl,58.8
2025-01-07 02:00:00,frøya,prod,57.655
2025-01-07 02:00:00,frøya,dayahead_reported,55.5
2025-01-07 03:00:00,frøya,measured_avl,58.8
2025-01-07 03:00:00,frøya,prod,57.742
2025-01-07 03:00:00,frøya,dayahead_reported,55.8
2025-01-07 04:00:00,frøya,measured_avl,58.8
2025-01-07 04:00:00,frøya,prod,57.691
2025-01-07 04:00:00,frøya,dayahead_reported,55.4
