time,park,forecast, 
2025-01-03 05:00:00,frøya,replan,53.88006
2025-01-03 06:00:00,frøya,dayahead,56.114326
2025-01-03 06:00:00,frøya,replan,44.709023
2025-01-03 07:00:00,frøya,dayahead,54.25526
2025-01-03 07:00:00,frøya,replan,37.72201
2025-01-03 08:00:00,frøya,dayahead,48.88934
2025-01-03 08:00:00,frøya,replan,17.89402
2025-01-03 09:00:00,frøya,dayahead,27.271269
2025-01-03 09:00:00,frøya,replan,17.28526
2025-01-03 10:00:00,frøya,dayahead,5.313008
2025-01-03 10:00:00,frøya,replan,5.002902
2025-01-03 11:00:00,frøya,dayahead,5.1687827
2025-01-03 11:00:00,frøya,replan,10.09429
2025-01-03 12:00:00,frøya,dayahead,3.3595426
2025-01-03 12:00:00,frøya,replan,15.460115
2025-01-03 13:00:00,frøya,dayahead,4.381418
2025-01-03 13:00:00,frøya,replan,34.096416
2025-01-03 14:00:00,frøya,dayahead,7.5467844
2025-01-03 14:00:00,frøya,replan,41.046406
2025-01-03 15:00:00,frøya,dayahead,8.654105
2025-01-03 15:00:00,frøya,replan,40.804005
2025-01-03 16:00:00,frøya,dayahead,19.636677
2025-01-03 16:00:00,frøya,replan,42.75674
2025-01-03 17:00:00,frøya,dayahead,35.901546
2025-01-03 17:00:00,frøya,replan,42.96429
2025-01-03 18:00:00,frøya,dayahead,43.031128
2025-01-03 18:00:00,frøya,replan,32.668148
2025-01-03 19:00:00,frøya,dayahead,45.793186
2025-01-03 19:00:00,frøya,replan,42.60827
2025-01-03 20:00:00,frøya,dayahead,48.357983
2025-01-03 20:00:00,frøya,replan,44.416695
2025-01-03 21:00:00,frøya,dayahead,47.400715
2025-01-03 21:00:00,frøya,replan,43.687263
2025-01-03 22:00:00,frøya,dayahead,50.80558
2025-01-03 22:00:00,frøya,replan,46.412148
2025-01-03 23:00:00,frøya,dayahead,51.15822
2025-01-03 23:00:00,frøya,replan,55.68796
2025-01-04 00:00:00,frøya,dayahead,53.29185
2025-01-04 00:00:00,frøya,replan,55.691666
2025-01-04 01:00:00,frøya,dayahead,54.250668
2025-01-04 01:00:00,frøya,replan,55.564037
2025-01-04 02:00:00,frøya,dayahead,54.83237
2025-01-04 02:00:00,frøya,replan,52.688232
2025-01-04 03:00:00,frøya,dayahead,54.83464
2025-01-04 03:00:00,frøya,replan,55.664654
2025-01-04 04:00:00,frøya,dayahead,55.09811
2025-01-04 04:00:00,frøya,replan,55.149647
2025-01-04 05:00:00,frøya,dayahead,55.215435
2025-01-04 05:00:00,frøya,replan,54.21707
2025-01-04 06:00:00,frøya,dayahead,54.206417
2025-01-04 06:00:00,frøya,replan,52.99232
2025-01-04 07:00:00,frøya,dayahead,54.767582
2025-01-04 07:00:00,frøya,replan,54.150684
2025-01-04 08:00:00,frøya,dayahead,52.612427
2025-01-04 08:00:00,frøya,replan,55.2144
2025-01-04 09:00:00,frøya,dayahead,50.143803
2025-01-04 09:00:00,frøya,replan,54.017746
2025-01-04 10:00:00,frøya,dayahead,45.09517
2025-01-04 10:00:00,frøya,replan,52.029556
2025-01-04 11:00:00,frøya,dayahead,39.373795
2025-01-04 11:00:00,frøya,replan,48.034668
2025-01-04 12:00:00,frøya,dayahead,37.825146
2025-01-04 12:00:00,frøya,replan,46.670002
2025-01-04 13:00:00,frøya,dayahead,34.97878
2025-01-04 13:00:00,frøya,replan,47.68103
2025-01-04 14:00:00,frøya,dayahead,33.817497
2025-01-04 14:00:00,frøya,replan,34.885597
2025-01-04 15:00:00,frøya,dayahead,32.521275
2025-01-04 15:00:00,frøya,replan,35.68852
2025-01-04 16:00:00,frøya,dayahead,36.808712
2025-01-04 16:00:00,frøya,replan,44.63371
2025-01-04 17:00:00,frøya,dayahead,31.50606
2025-01-04 17:00:00,frøya,replan,39.4723
2025-01-04 18:00:00,frøya,dayahead,31.990648
2025-01-04 18:00:00,frøya,replan,33.86717
2025-01-04 19:00:00,frøya,dayahead,35.151756
2025-01-04 19:00:00,frøya,replan,32.65943
2025-01-04 20:00:00,frøya,dayahead,34.2754
2025-01-04 20:00:00,frøya,replan,44.499138
2025-01-04 21:00:00,frøya,dayahead,37.080635
2025-01-04 21:00:00,frøya,replan,40.1414
2025-01-04 22:00:00,frøya,dayahead,35.509396
2025-01-04 22:00:00,frøya,replan,43.63591
2025-01-04 23:00:00,frøya,dayahead,36.761814
2025-01-04 23:00:00,frøya,replan,39.28112
2025-01-05 00:00:00,frøya,dayahead,37.018715
2025-01-05 00:00:00,frøya,replan,45.560474
2025-01-05 01:00:00,frøya,dayahead,37.30012
2025-01-05 01:00:00,frøya,replan,46.542614
2025-01-05 02:00:00,frøya,dayahead,35.390343
2025-01-05 02:00:00,frøya,replan,41.993904
2025-01-05 03:00:00,frøya,dayahead,32.691055
2025-01-05 03:00:00,frøya,replan,41.47418
2025-01-05 04:00:00,frøya,dayahead,29.524776
2025-01-05 05:00:00,frøya,dayahead,26.47167
2025-01-05 05:00:00,frøya,replan,31.468493
2025-01-05 06:00:00,frøya,dayahead,26.104078
2025-01-05 06:00:00,frøya,replan,25.644712
2025-01-05 07:00:00,frøya,dayahead,21.32133
2025-01-05 07:00:00,frøya,replan,23.956896
2025-01-05 08:00:00,frøya,dayahead,22.51037
2025-01-05 08:00:00,frøya,replan,20.076284
2025-01-05 09:00:00,frøya,dayahead,24.56115
2025-01-05 09:00:00,frøya,replan,32.797173
2025-01-05 10:00:00,frøya,dayahead,21.561975
2025-01-05 10:00:00,frøya,replan,42.46246
2025-01-05 11:00:00,frøya,dayahead,17.573847
2025-01-05 11:00:00,frøya,replan,42.35384
2025-01-05 12:00:00,frøya,dayahead,13.701056
2025-01-05 12:00:00,frøya,replan,35.618713
2025-01-05 13:00:00,frøya,dayahead,9.350006
2025-01-05 13:00:00,frøya,replan,22.529812
2025-01-05 14:00:00,frøya,dayahead,5.5626755
2025-01-05 14:00:00,frøya,replan,12.50418
2025-01-05 15:00:00,frøya,dayahead,3.5662806
2025-01-05 15:00:00,frøya,replan,12.31005
2025-01-05 16:00:00,frøya,dayahead,1.036481
2025-01-05 16:00:00,frøya,replan,5.6201315
2025-01-05 17:00:00,frøya,dayahead,0.39322403
2025-01-05 17:00:00,frøya,replan,2.2665122
2025-01-05 18:00:00,frøya,dayahead,0.030072493
2025-01-05 18:00:00,frøya,replan,1.3715156
2025-01-05 19:00:00,frøya,dayahead,0.028711515
2025-01-05 19:00:00,frøya,replan,0.37643653
2025-01-05 20:00:00,frøya,dayahead,0.12851559
2025-01-05 20:00:00,frøya,replan,0.13304062
2025-01-05 21:00:00,frøya,dayahead,2.815361
2025-01-05 21:00:00,frøya,replan,1.1655872
2025-01-05 22:00:00,frøya,dayahead,8.222079
2025-01-05 22:00:00,frøya,replan,3.329524
2025-01-05 23:00:00,frøya,dayahead,2.7140021
2025-01-05 23:00:00,frøya,replan,6.080334
2025-01-06 00:00:00,frøya,dayahead,5.519919
2025-01-06 00:00:00,frøya,replan,12.188238
2025-01-06 01:00:00,frøya,dayahead,9.569635
2025-01-06 01:00:00,frøya,replan,17.22699
2025-01-06 02:00:00,frøya,dayahead,16.894312
2025-01-06 02:00:00,frøya,replan,19.887249
2025-01-06 03:00:00,frøya,dayahead,23.404509
2025-01-06 03:00:00,frøya,replan,23.415789
2025-01-06 04:00:00,frøya,dayahead,30.738623
2025-01-06 04:00:00,frøya,replan,26.815882
2025-01-06 05:00:00,frøya,dayahead,35.899067
2025-01-06 05:00:00,frøya,replan,30.014061
2025-01-06 06:00:00,frøya,dayahead,40.567673
2025-01-06 06:00:00,frøya,replan,34.18281
2025-01-06 07:00:00,frøya,dayahead,45.823566
2025-01-06 07:00:00,frøya,replan,37.186615
2025-01-06 08:00:00,frøya,dayahead,50.35902
2025-01-06 08:00:00,frøya,replan,40.267414
2025-01-06 09:00:00,frøya,dayahead,53.609364
2025-01-06 09:00:00,frøya,replan,45.425182
2025-01-06 10:00:00,frøya,dayahead,54.304398
2025-01-06 10:00:00,frøya,replan,50.430588
2025-01-06 11:00:00,frøya,dayahead,55.851677
2025-01-06 11:00:00,frøya,replan,54.241722
2025-01-06 12:00:00,frøya,dayahead,56.333233
2025-01-06 12:00:00,frøya,replan,55.826584
2025-01-06 13:00:00,frøya,dayahead,56.620453
2025-01-06 13:00:00,frøya,replan,57.0344
2025-01-06 14:00:00,frøya,dayahead,56.663338
2025-01-06 14:00:00,frøya,replan,56.990223
2025-01-06 15:00:00,frøya,dayahead,56.83698
2025-01-06 15:00:00,frøya,replan,57.312798
2025-01-06 16:00:00,frøya,dayahead,56.402466
2025-01-06 16:00:00,frøya,replan,57.331505
2025-01-06 17:00:00,frøya,dayahead,56.60822
2025-01-06 17:00:00,frøya,replan,57.32503
2025-01-06 18:00:00,frøya,dayahead,56.674103
2025-01-06 18:00:00,frøya,replan,57.333893
2025-01-06 19:00:00,frøya,dayahead,56.782543
2025-01-06 19:00:00,frøya,replan,57.406124
2025-01-06 20:00:00,frøya,dayahead,56.900826
2025-01-06 20:00:00,frøya,replan,57.436817
2025-01-06 21:00:00,frøya,dayahead,56.702343
2025-01-06 21:00:00,frøya,replan,56.394
2025-01-06 22:00:00,frøya,dayahead,56.677364
2025-01-06 22:00:00,frøya,replan,56.949394
2025-01-06 23:00:00,frøya,dayahead,56.705406
2025-01-06 23:00:00,frøya,dayahead,56.70436
2025-01-06 23:00:00,frøya,replan,57.549088
2025-01-07 00:00:00,frøya,dayahead,56.591015
2025-01-07 00:00:00,frøya,dayahead,56.588158
2025-01-07 00:00:00,frøya,replan,57.580097
2025-01-07 01:00:00,frøya,dayahead,56.75475
2025-01-07 01:00:00,frøya,dayahead,56.753326
2025-01-07 01:00:00,frøya,replan,57.660267
2025-01-07 02:00:00,frøya,dayahead,56.606415
2025-01-07 02:00:00,frøya,dayahead,56.60324
2025-01-07 02:00:00,frøya,replan,57.682316
2025-01-07 03:00:00,frøya,dayahead,56.948536
2025-01-07 03:00:00,frøya,dayahead,56.9463
2025-01-07 03:00:00,frøya,replan,57.768932
2025-01-07 04:00:00,frøya,dayahead,56.54074
2025-01-07 04:00:00,frøya,dayahead,56.53589
2025-01-07 04:00:00,frøya,replan,57.775208
2025-01-07 05:00:00,frøya,dayahead,56.579834
2025-01-07 05:00:00,frøya,dayahead,56.575794
2025-01-07 05:00:00,frøya,replan,57.7639
2025-01-07 06:00:00,frøya,dayahead,56.63937
2025-01-07 06:00:00,frøya,dayahead,56.635826
2025-01-07 06:00:00,frøya,replan,57.71736
2025-01-07 07:00:00,frøya,dayahead,56.487766
2025-01-07 07:00:00,frøya,dayahead,56.483017
2025-01-07 07:00:00,frøya,replan,57.708534
2025-01-07 08:00:00,frøya,dayahead,56.789196
2025-01-07 08:00:00,frøya,dayahead,56.785862
2025-01-07 08:00:00,frøya,replan,57.741203
2025-01-07 09:00:00,frøya,dayahead,56.272182
2025-01-07 09:00:00,frøya,dayahead,56.266014
2025-01-07 09:00:00,frøya,replan,57.79457
2025-01-07 10:00:00,frøya,dayahead,56.57128
2025-01-07 10:00:00,frøya,dayahead,56.56655
2025-01-07 10:00:00,frøya,replan,57.68259
2025-01-07 11:00:00,frøya,dayahead,56.81663
2025-01-07 11:00:00,frøya,dayahead,56.813187
2025-01-07 11:00:00,frøya,replan,57.734894
2025-01-07 12:00:00,frøya,dayahead,56.538677
2025-01-07 12:00:00,frøya,dayahead,56.533894
2025-01-07 12:00:00,frøya,replan,57.78683
2025-01-07 13:00:00,frøya,dayahead,56.40546
2025-01-07 13:00:00,frøya,dayahead,56.400146
2025-01-07 13:00:00,frøya,replan,57.77115
2025-01-07 14:00:00,frøya,dayahead,56.241558
2025-01-07 14:00:00,frøya,dayahead,56.236115
2025-01-07 14:00:00,frøya,replan,57.52724
2025-01-07 15:00:00,frøya,dayahead,56.263123
2025-01-07 15:00:00,frøya,dayahead,56.25741
2025-01-07 15:00:00,frøya,replan,57.568317
2025-01-07 16:00:00,frøya,dayahead,56.62497
2025-01-07 16:00:00,frøya,dayahead,56.621155
2025-01-07 16:00:00,frøya,replan,57.39367
2025-01-07 17:00:00,frøya,dayahead,56.77389
2025-01-07 17:00:00,frøya,dayahead,56.771534
2025-01-07 17:00:00,frøya,replan,57.45092
2025-01-07 18:00:00,frøya,dayahead,56.65315
2025-01-07 18:00:00,frøya,dayahead,56.65021
2025-01-07 18:00:00,frøya,replan,57.399643
2025-01-07 19:00:00,frøya,dayahead,56.470417
2025-01-07 19:00:00,frøya,dayahead,56.46724
2025-01-07 19:00:00,frøya,replan,57.33942
2025-01-07 20:00:00,frøya,dayahead,56.370403
2025-01-07 20:00:00,frøya,dayahead,56.367676
2025-01-07 20:00:00,frøya,replan,57.099983
2025-01-07 21:00:00,frøya,dayahead,55.889477
2025-01-07 21:00:00,frøya,dayahead,55.884815
2025-01-07 21:00:00,frøya,replan,56.63505
2025-01-07 22:00:00,frøya,dayahead,55.760406
2025-01-07 22:00:00,frøya,dayahead,55.755123
2025-01-07 22:00:00,frøya,replan,56.13791
2025-01-07 23:00:00,frøya,dayahead,54.807804
2025-01-07 23:00:00,frøya,replan,55.541107
2025-01-08 00:00:00,frøya,dayahead,52.661274
2025-01-08 00:00:00,frøya,replan,54.763344
2025-01-08 01:00:00,frøya,dayahead,50.770447
2025-01-08 01:00:00,frøya,replan,50.386097
2025-01-08 02:00:00,frøya,dayahead,49.378567
2025-01-08 02:00:00,frøya,replan,49.539555
2025-01-08 03:00:00,frøya,dayahead,48.341816
2025-01-08 03:00:00,frøya,replan,50.30242
2025-01-08 04:00:00,frøya,dayahead,43.81962
2025-01-08 04:00:00,frøya,replan,46.824184
2025-01-08 05:00:00,frøya,dayahead,40.649002
2025-01-08 05:00:00,frøya,replan,44.33992
2025-01-08 06:00:00,frøya,dayahead,40.9272
2025-01-08 06:00:00,frøya,replan,46.320385
2025-01-08 07:00:00,frøya,dayahead,37.67951
2025-01-08 07:00:00,frøya,replan,43.707
2025-01-08 08:00:00,frøya,dayahead,33.65218
2025-01-08 08:00:00,frøya,replan,42.975574
2025-01-08 09:00:00,frøya,dayahead,30.27736
2025-01-08 09:00:00,frøya,replan,36.14406
2025-01-08 10:00:00,frøya,dayahead,21.814497
2025-01-08 10:00:00,frøya,replan,31.930323
2025-01-08 11:00:00,frøya,dayahead,13.855969
2025-01-08 11:00:00,frøya,replan,29.47495
2025-01-08 12:00:00,frøya,dayahead,7.9071693
2025-01-08 12:00:00,frøya,replan,23.671343
2025-01-08 13:00:00,frøya,dayahead,5.8476624
2025-01-08 13:00:00,frøya,replan,16.872145
2025-01-08 14:00:00,frøya,dayahead,4.5608997
2025-01-08 14:00:00,frøya,replan,14.467208
2025-01-08 15:00:00,frøya,dayahead,4.422048
2025-01-08 15:00:00,frøya,replan,14.552851
2025-01-08 16:00:00,frøya,dayahead,3.5108936
2025-01-08 16:00:00,frøya,replan,11.207756
2025-01-08 17:00:00,frøya,dayahead,3.6171734
2025-01-08 17:00:00,frøya,replan,9.643398
2025-01-08 18:00:00,frøya,dayahead,4.722543
2025-01-08 18:00:00,frøya,replan,8.414787
2025-01-08 19:00:00,frøya,dayahead,5.9609833
2025-01-08 19:00:00,frøya,replan,5.053548
2025-01-08 20:00:00,frøya,dayahead,6.654225
2025-01-08 20:00:00,frøya,replan,4.0434384
2025-01-08 21:00:00,frøya,dayahead,7.7273035
2025-01-08 21:00:00,frøya,replan,3.798095
2025-01-08 22:00:00,frøya,dayahead,6.923275
2025-01-08 22:00:00,frøya,replan,3.9631498
